trade_date,ts_code,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio_x,ma5,ma_v_5,ma20,ma_v_20,ma50,ma_v_50,close_y,turnover_rate_f,volume_ratio_y,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount,annualD,end_date,total_share,cap_rese,undistr_porfit,money_cap,trad_asset,accounts_receiv,inventories,amor_exp,total_cur_assets,fix_assets,intan_assets,deriv_assets,total_assets,lt_borr,st_borr,acct_payable,total_cur_liab,total_hldr_eqy_exc_min_int,comp_type,basic_eps,diluted_eps,total_revenue,total_cogs,sell_exp,admin_exp,fin_exp,operate_profit,total_profit,income_tax,n_income,n_income_attr_p,ebit_x,ebitda_x,rd_exp,workers_welfare,net_profit,n_cashflow_act,n_cashflow_inv_act,stot_cash_in_fnc_act,free_cashflow,depr_fa_coga_dpba,amort_intang_assets,decr_inventories,end_bal_cash,eps,dt_eps,total_revenue_ps,current_ratio,quick_ratio,cash_ratio,inv_turn,ar_turn,ca_turn,fa_turn,assets_turn,op_income,daa,ebit_y,ebitda_y,fcff,fcfe,netdebt,networking_capital,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,roe,roa,roic,debt_to_assets,assets_to_eqt
20220706,000001.SZ,14.83,14.93,14.46,14.53,14.91,-0.38,-2.5486,1043335.23,1520022.515,0.5376,0.94,14.856,1064292.746,14.4795,1288522.443,14.583,1094068.5556,14.53,1.2131,0.94,7.22,0.8386,1.6224,,28196799.1417,28196223.3934,318949,46466.36,158045,23039.25,328872,47933.21,264964,38642.2,213786,31160.05,305323,44478.33,181728,26442.63,315003,45842.48,-294399,-42889.95,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220705,000001.SZ,14.99,15.27,14.82,14.91,14.94,-0.03,-0.2008,1115172.1,1674719.025,0.5747,1.0,14.878,1108935.156,14.461,1293631.7435,14.6086,1087399.6742,14.91,1.2966,1.0,7.4088,0.8605,1.6648,,28934224.0332,28933633.2275,282133,42347.93,192450,28984.25,325633,48847.74,333449,50092.26,229291,34436.26,369392,55404.7,278115,41839.97,219881,32990.69,-150919,-22480.41,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220704,000001.SZ,14.95,14.98,14.75,14.94,14.92,0.02,0.134,834968.07,1241453.402,0.4303,0.67,14.822,1110922.832,14.4235,1303628.7695,14.6274,1079427.3378,14.94,0.9708,0.67,7.4237,0.8623,1.6681,,28992441.7878,28991849.7933,170298,25301.18,148239,22046.88,249127,37045.17,289605,43080.67,250561,37267.43,231757,34464.98,164981,24531.57,165367,24552.82,-82574,-12181.09,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220701,000001.SZ,15.0,15.07,14.84,14.92,14.98,-0.06,-0.4005,779243.32,1164030.776,0.4016,0.62,14.732,1243384.854,14.385,1347422.9535,14.6448,1079163.4262,14.92,0.906,0.62,7.4137,0.8611,1.6659,,28953629.9514,28953038.7494,175564,26216.46,140786,21034.7,200893,30015.41,240258,35892.81,212838,31807.91,235709,35208.61,189948,28363.3,162491,24266.96,-19776,-2877.15,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220630,000001.SZ,14.63,15.02,14.55,14.98,14.64,0.34,2.3224,1548745.01,2304888.692,0.7981,1.39,14.594,1260744.312,14.3365,1357424.1985,14.6644,1085316.311,14.98,1.8007,1.39,7.4436,0.8646,1.6726,,29070065.4606,29069471.8811,230379,34237.73,395147,58825.61,413091,61474.9,477646,71073.52,514317,76512.98,381840,56792.62,361783,53907.65,264936,39441.53,542875,80951.33,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220629,000001.SZ,14.65,14.9,14.55,14.64,14.63,0.01,0.0684,1266547.28,1865064.678,0.6527,1.18,14.438,1112200.916,14.2915,1322251.897,14.6932,1078976.6314,14.64,1.4726,1.18,7.2746,0.845,1.6346,,28410264.2419,28409684.1348,256890,37782.23,267277,39393.08,381264,56110.59,378138,55694.84,327736,48250.48,344035,50627.79,282443,41660.5,258883,38088.09,101271,15106.16,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220628,000001.SZ,14.47,14.67,14.41,14.63,14.49,0.14,0.9662,1125110.48,1638673.242,0.5798,1.01,14.326,1070100.644,14.2675,1305867.9605,14.7212,1072237.9846,14.63,1.3081,1.01,7.2696,0.8444,1.6335,,28390858.3237,28390278.6129,242772,35328.99,218072,31770.73,309635,45079.03,365393,53203.08,248046,36123.45,275303,40090.64,319402,46571.72,261087,38038.74,178114,26055.39,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220627,000001.SZ,14.24,14.56,14.22,14.49,14.23,0.26,1.8271,1497278.18,2166380.438,0.7716,1.47,14.274,1109437.344,14.24,1294457.498,14.7446,1067548.3362,14.49,1.7408,1.47,7.2001,0.8363,1.6179,,28119175.4689,28118601.3056,236641,34243.9,333100,48218.77,370144,53546.61,438308,63434.84,443348,64128.06,451385,65285.02,447145,64719.48,274485,39699.41,265221,38468.49,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220624,000001.SZ,14.2,14.25,14.11,14.23,14.2,0.03,0.2113,866040.61,1227798.687,0.4463,0.82,14.244,1016415.068,14.2245,1255746.926,14.7732,1058388.001,14.23,1.0069,0.82,7.0709,0.8213,1.5889,,27614621.5958,27614057.7349,199314,28240.62,131578,18663.83,265882,37685.03,208645,29591.46,251761,35700.25,262198,37178.37,149083,21153.97,263619,37346.21,47638,6854.44,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220623,000001.SZ,14.09,14.23,14.06,14.2,14.08,0.12,0.8523,806028.03,1140899.092,0.4154,0.7,14.288,1053964.534,14.2225,1263010.7735,14.8096,1069401.896,14.2,0.9371,0.7,7.056,0.8196,1.5855,,27556403.8412,27555841.169,162907,23038.09,160976,22787.54,235075,33262.79,221874,31410.48,233744,33091.36,233232,33007.83,174302,24697.67,189946,26884.05,24472,3530.05,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220622,000001.SZ,14.36,14.36,14.08,14.08,14.37,-0.29,-2.0181,1056045.92,1498415.784,0.5442,0.65,14.336,1159268.19,14.232,1252870.785,14.8536,1074616.9246,14.08,1.2278,0.65,6.9963,0.8126,1.5721,,27323532.8228,27322974.9056,336094,47654.14,163101,23125.67,328054,46535.35,293029,41581.81,220333,31275.53,312331,44343.38,169656,24105.18,285676,40519.33,-333741,-47337.19,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220621,000001.SZ,14.34,14.63,14.23,14.37,14.34,0.03,0.2092,1321793.98,1905346.057,0.6811,0.83,14.468,1630767.748,14.248,1246746.342,14.8976,1086677.2972,14.37,1.5368,0.83,7.1404,0.8294,1.6045,,27886304.4505,27885735.0422,285942,41151.24,189818,27409.86,367023,52857.31,332171,47857.22,323472,46622.68,545908,78704.29,345356,49903.38,253897,36563.23,-8112,-854.51,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220620,000001.SZ,14.44,14.44,14.26,14.34,14.45,-0.11,-0.7612,1032166.8,1479529.787,0.5319,0.61,14.418,1596694.83,14.271,1213042.939,14.938,1110012.2186,14.34,1.2001,0.61,7.1255,0.8276,1.6011,,27828086.6959,27827518.4763,254595,36483.37,157890,22644.24,308788,44261.62,215004,30835.94,255921,36693.45,329084,47173.22,212864,30514.54,330189,47299.58,-231870,-33165.48,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220617,000001.SZ,14.32,14.53,14.2,14.45,14.44,0.01,0.0693,1053787.94,1513925.914,0.543,0.6,14.332,1699812.04,14.305,1208864.488,14.9662,1119066.4574,14.45,1.2252,0.6,7.1802,0.834,1.6134,,28041551.7961,28040979.2178,243620,34961.34,201145,28915.0,318887,45800.78,331007,47546.27,277324,39875.89,282139,40547.58,213956,30754.58,239496,34383.74,-112544,-15963.69,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220616,000001.SZ,14.74,14.83,14.42,14.44,14.74,-0.3,-2.0353,1332546.31,1939976.255,0.6867,0.73,14.306,1758256.914,14.3135,1185721.177,14.9848,1121265.6334,14.44,1.5493,0.73,7.1752,0.8334,1.6123,,28022145.8779,28021573.6958,349297,50813.42,243506,35456.05,413003,60124.92,367491,53512.14,294278,42861.84,378476,55118.86,250013,36440.39,317118,46153.52,-263128,-38156.72,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220615,000001.SZ,14.1,15.11,14.06,14.74,14.12,0.62,4.3909,3413543.71,5010292.727,1.7591,2.5,14.288,1818327.92,14.329,1158022.778,15.0002,1119350.5382,14.74,3.9688,2.5,7.3243,0.8507,1.6458,,28604323.4239,28603739.3543,439117,64566.04,895783,131521.88,785794,115465.16,1060417,155585.27,959806,140836.55,820692,120365.55,1228827,180161.52,636652,93556.57,1131309,165838.71,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220614,000001.SZ,13.71,14.13,13.71,14.12,13.91,0.21,1.5097,1151429.39,1602169.898,0.5934,0.82,14.172,1364723.426,14.3275,1033915.912,14.999,1063392.527,14.12,1.3387,0.82,7.0162,0.815,1.5766,,27401156.4956,27400596.9934,246367,34199.47,269883,37614.77,362265,50355.42,388191,54039.96,274137,38187.33,291285,40526.99,268660,37474.77,202070,28035.28,100228,14300.79,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220613,000001.SZ,14.18,14.19,13.88,13.91,14.32,-0.41,-2.8631,1547752.85,2163340.109,0.7976,1.08,14.18,1397460.072,14.342,1009755.8335,15.0136,1054906.679,13.91,1.7995,1.08,6.9119,0.8028,1.5531,,26993632.2134,26993081.0325,492355,68793.33,267733,37435.15,542375,75814.54,480971,67194.23,318670,44558.43,419137,58570.19,194352,27167.72,379911,53134.43,-570021,-79700.15,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220610,000001.SZ,14.26,14.33,14.13,14.32,14.35,-0.03,-0.2091,1346012.31,1914639.698,0.6936,0.99,14.232,1430079.852,14.377,966183.7865,15.035,1038810.289,14.32,1.565,0.99,7.1156,0.8265,1.5989,,27789274.8595,27788707.4324,258817,36796.99,222348,31655.63,411286,58494.49,446621,63545.09,366049,52073.17,396753,56419.02,309860,44099.32,280290,39844.23,-138664,-19563.02,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220609,000001.SZ,14.14,14.46,14.1,14.35,14.16,0.19,1.3418,1632901.34,2339986.708,0.8415,1.36,14.158,1356731.034,14.38,933136.3825,15.0526,1031937.2418,14.35,1.8985,1.36,7.1305,0.8282,1.6023,,27847492.6141,27846923.9983,254524,36479.63,354109,50772.38,347706,49795.76,486837,69738.48,417272,59745.67,417530,59801.86,575026,82454.72,336052,48163.06,342209,49132.17,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220608,000001.SZ,14.16,14.17,14.01,14.16,14.16,0.0,0.0,1145521.24,1613524.958,0.5903,0.99,14.104,1199210.562,14.394,893919.9965,15.0656,1020281.2626,14.16,1.3319,0.99,7.0361,0.8173,1.581,,27478780.1684,27478219.0812,238266,33544.74,180789,25493.72,318118,44796.82,305868,43102.35,283707,39978.0,404586,56969.2,281737,39706.56,230585,32460.84,-47946,-6648.95,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220607,000001.SZ,14.02,14.25,13.99,14.16,14.17,-0.01,-0.0706,1315112.62,1860366.716,0.6777,1.22,14.104,1157880.024,14.4155,886258.1855,15.086,1029943.9694,14.16,1.529,1.22,7.0361,0.8173,1.581,,27478780.1684,27478219.0812,259544,36703.23,259468,36724.94,377705,53423.94,403070,57036.71,337781,47793.26,397207,56165.24,336176,47563.05,251460,35556.59,-193661,-27263.72,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220606,000001.SZ,13.91,14.17,13.64,14.17,13.95,0.22,1.5771,1710851.75,2370807.61,0.8816,1.95,14.088,1074237.746,14.435,861433.622,15.0946,1027819.078,14.17,1.9892,1.95,7.0411,0.8178,1.5822,,27498186.0866,27497624.6032,393920,54346.84,308918,43055.52,522610,72281.3,492555,68319.53,424192,58853.46,630063,87173.75,370130,51599.16,279316,38531.96,-201307,-27213.4,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220602,000001.SZ,14.02,14.03,13.88,13.95,14.08,-0.13,-0.9233,979268.22,1363740.798,0.5046,1.11,14.09,876680.744,14.4745,817512.6255,15.1052,1024178.1856,13.95,1.1386,1.11,6.9317,0.8051,1.5576,,27071255.8862,27070703.1203,253939,35359.13,139628,19446.66,291048,40533.17,268590,37406.85,197650,27532.24,305252,42509.9,174647,24327.24,203814,28388.36,-255407,-35526.78,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
20220601,000001.SZ,14.14,14.14,14.0,14.08,14.16,-0.08,-0.565,845298.98,1187423.732,0.4356,1.01,14.138,883090.612,14.543,808059.0245,15.1152,1039194.0496,14.08,0.9828,1.01,6.9963,0.8126,1.5721,,27323532.8228,27322974.9056,242094,33997.08,109077,15326.86,273159,38365.83,200103,28114.14,184383,25901.32,296428,41634.9,145663,20478.14,239691,33666.48,-230267,-32298.96,2022,20221231.0,19406000000.0,80816000000.0,186305000000.0,,446133000000.0,,,,,11083000000.0,6879000000.0,27553000000.0,5321514000000.0,,,,,434680000000.0,2.0,2.2,2.2,179895000000.0,122420000000.0,,49387000000.0,,57475000000.0,57253000000.0,11737000000.0,45516000000.0,45516000000.0,57440000000.0,60840000000.0,,,45516000000.0,134572000000.0,17858000000.0,679189000000.0,,1957000000.0,732000000.0,,4162000000.0,2.2,2.2,9.2701,,,,,,,,0.0351,38049000000.0,6050000000.0,,,20809664559.0624,,,,25.3014,,,,25.3014,,27.4532,,10.966,,,91.8316,12.2423
